"soi.date.orig","soi","yr","mo.no.char","mo.no","mo.char"
197405,1,NA,NA,NA,NA
197406,0.4,NA,NA,NA,NA
197407,1.1,NA,NA,NA,NA
197408,0.8,NA,NA,NA,NA
197409,1.1,NA,NA,NA,NA
197410,0.9,NA,NA,NA,NA
197411,-0.1,NA,NA,NA,NA
197412,0.2,NA,NA,NA,NA
197501,-0.5,NA,NA,NA,NA
197502,0.8,NA,NA,NA,NA
197503,1.6,NA,NA,NA,NA
197504,1.2,NA,NA,NA,NA
197505,0.6,NA,NA,NA,NA
197506,1.3,NA,NA,NA,NA
197507,1.9,NA,NA,NA,NA
197508,2,NA,NA,NA,NA
197509,2.1,NA,NA,NA,NA
197510,1.7,NA,NA,NA,NA
197511,1.2,NA,NA,NA,NA
197512,2.1,NA,NA,NA,NA
197601,1.4,NA,NA,NA,NA
197602,1.7,NA,NA,NA,NA
197603,1.7,NA,NA,NA,NA
197604,0.3,NA,NA,NA,NA
197605,0.4,NA,NA,NA,NA
197606,0.3,NA,NA,NA,NA
197607,-0.9,NA,NA,NA,NA
197608,-0.8,NA,NA,NA,NA
197609,-1.1,NA,NA,NA,NA
197610,0.4,NA,NA,NA,NA
197611,0.7,NA,NA,NA,NA
197612,-0.3,NA,NA,NA,NA
197701,-0.4,NA,NA,NA,NA
197702,1.2,NA,NA,NA,NA
197703,-0.5,NA,NA,NA,NA
197704,-0.4,NA,NA,NA,NA
197705,-0.5,NA,NA,NA,NA
197706,-0.9,NA,NA,NA,NA
197707,-1.1,NA,NA,NA,NA
197708,-0.8,NA,NA,NA,NA
197709,-0.8,NA,NA,NA,NA
197710,-1,NA,NA,NA,NA
197711,-1.3,NA,NA,NA,NA
197712,-1.1,NA,NA,NA,NA
197801,-0.3,NA,NA,NA,NA
197802,-2.7,NA,NA,NA,NA
197803,-0.2,NA,NA,NA,NA
197804,-0.3,NA,NA,NA,NA
197805,1.4,NA,NA,NA,NA
197806,0.7,NA,NA,NA,NA
197807,0.6,NA,NA,NA,NA
197808,0.4,NA,NA,NA,NA
197809,0.1,NA,NA,NA,NA
197810,-0.4,NA,NA,NA,NA
197811,0,NA,NA,NA,NA
197812,-0.1,NA,NA,NA,NA
197901,-0.4,NA,NA,NA,NA
197902,1,NA,NA,NA,NA
197903,0.1,NA,NA,NA,NA
197904,-0.1,NA,NA,NA,NA
197905,0.5,NA,NA,NA,NA
197906,0.6,NA,NA,NA,NA
197907,1.3,NA,NA,NA,NA
197908,-0.2,NA,NA,NA,NA
197909,0.1,NA,NA,NA,NA
197910,-0.1,NA,NA,NA,NA
197911,-0.4,NA,NA,NA,NA
197912,-0.7,NA,NA,NA,NA
198001,0.4,NA,NA,NA,NA
198002,0.3,NA,NA,NA,NA
198003,-0.4,NA,NA,NA,NA
198004,-0.6,NA,NA,NA,NA
198005,0,NA,NA,NA,NA
198006,0,NA,NA,NA,NA
198007,0,NA,NA,NA,NA
198008,0.4,NA,NA,NA,NA
198009,-0.5,NA,NA,NA,NA
198010,0,NA,NA,NA,NA
198011,-0.3,NA,NA,NA,NA
198012,-0.1,NA,NA,NA,NA
198101,0.4,NA,NA,NA,NA
198102,-0.2,NA,NA,NA,NA
198103,-1.3,NA,NA,NA,NA
198104,-0.1,NA,NA,NA,NA
198105,0.8,NA,NA,NA,NA
198106,1.2,NA,NA,NA,NA
198107,0.8,NA,NA,NA,NA
198108,0.7,NA,NA,NA,NA
198109,0.3,NA,NA,NA,NA
198110,-0.4,NA,NA,NA,NA
198111,0.2,NA,NA,NA,NA
198112,0.5,NA,NA,NA,NA
198201,1.2,NA,NA,NA,NA
198202,0.3,NA,NA,NA,NA
198203,0.6,NA,NA,NA,NA
198204,0.1,NA,NA,NA,NA
198205,-0.3,NA,NA,NA,NA
198206,-1,NA,NA,NA,NA
198207,-1.5,NA,NA,NA,NA
198208,-1.7,NA,NA,NA,NA
198209,-1.7,NA,NA,NA,NA
198210,-1.7,NA,NA,NA,NA
198211,-2.6,NA,NA,NA,NA
198212,-2.2,NA,NA,NA,NA
198301,-3.5,NA,NA,NA,NA
198302,-3.6,NA,NA,NA,NA
198303,-2.4,NA,NA,NA,NA
198304,-0.9,NA,NA,NA,NA
198305,0.6,NA,NA,NA,NA
198306,0,NA,NA,NA,NA
198307,-0.6,NA,NA,NA,NA
198308,0.1,NA,NA,NA,NA
198309,0.9,NA,NA,NA,NA
198310,0.4,NA,NA,NA,NA
198311,-0.1,NA,NA,NA,NA
198312,0,NA,NA,NA,NA
198401,0.2,NA,NA,NA,NA
198402,0.9,NA,NA,NA,NA
198403,-0.2,NA,NA,NA,NA
198404,0.3,NA,NA,NA,NA
198405,0.2,NA,NA,NA,NA
198406,-0.3,NA,NA,NA,NA
198407,0.2,NA,NA,NA,NA
198408,0.4,NA,NA,NA,NA
198409,0.1,NA,NA,NA,NA
198410,-0.3,NA,NA,NA,NA
198411,0.3,NA,NA,NA,NA
198412,-0.1,NA,NA,NA,NA
198501,-0.3,NA,NA,NA,NA
198502,1.2,NA,NA,NA,NA
198503,0.8,NA,NA,NA,NA
198504,1.2,NA,NA,NA,NA
198505,0.4,NA,NA,NA,NA
198506,-0.4,NA,NA,NA,NA
198507,-0.1,NA,NA,NA,NA
198508,1,NA,NA,NA,NA
198509,0,NA,NA,NA,NA
198510,-0.4,NA,NA,NA,NA
198511,-0.2,NA,NA,NA,NA
198512,0.2,NA,NA,NA,NA
198601,1,NA,NA,NA,NA
198602,-1,NA,NA,NA,NA
198603,0.5,NA,NA,NA,NA
198604,0.3,NA,NA,NA,NA
198605,-0.2,NA,NA,NA,NA
198606,1,NA,NA,NA,NA
198607,0.3,NA,NA,NA,NA
198608,-0.4,NA,NA,NA,NA
198609,-0.5,NA,NA,NA,NA
198610,0.6,NA,NA,NA,NA
198611,-1.2,NA,NA,NA,NA
198612,-1.4,NA,NA,NA,NA
198701,-0.7,NA,NA,NA,NA
198702,-1.2,NA,NA,NA,NA
198703,-1.3,NA,NA,NA,NA
198704,-1.4,NA,NA,NA,NA
198705,-1.3,NA,NA,NA,NA
198706,-1.1,NA,NA,NA,NA
198707,-1.4,NA,NA,NA,NA
198708,-0.9,NA,NA,NA,NA
198709,-1,NA,NA,NA,NA
198710,-0.4,NA,NA,NA,NA
198711,0,NA,NA,NA,NA
198712,-0.5,NA,NA,NA,NA
198801,-0.1,NA,NA,NA,NA
198802,-0.4,NA,NA,NA,NA
198803,0.6,NA,NA,NA,NA
198804,0.1,NA,NA,NA,NA
198805,0.9,NA,NA,NA,NA
198806,0.1,NA,NA,NA,NA
198807,1,NA,NA,NA,NA
198808,1.5,NA,NA,NA,NA
198809,1.8,NA,NA,NA,NA
198810,1.4,NA,NA,NA,NA
198811,1.7,NA,NA,NA,NA
198812,1.2,NA,NA,NA,NA
198901,1.5,NA,NA,NA,NA
198902,1.2,NA,NA,NA,NA
198903,1.1,NA,NA,NA,NA
198904,1.6,NA,NA,NA,NA
198905,1.2,NA,NA,NA,NA
198906,0.7,NA,NA,NA,NA
198907,0.9,NA,NA,NA,NA
198908,-0.3,NA,NA,NA,NA
198909,0.5,NA,NA,NA,NA
198910,0.8,NA,NA,NA,NA
198911,-0.2,NA,NA,NA,NA
198912,-0.5,NA,NA,NA,NA
199001,-0.1,NA,NA,NA,NA
199002,-1.8,NA,NA,NA,NA
199003,-0.4,NA,NA,NA,NA
199004,0.2,NA,NA,NA,NA
199005,1.2,NA,NA,NA,NA
199006,0.3,NA,NA,NA,NA
199007,0.5,NA,NA,NA,NA
199008,-0.2,NA,NA,NA,NA
199009,-0.7,NA,NA,NA,NA
199010,0.3,NA,NA,NA,NA
199011,-0.5,NA,NA,NA,NA
199012,-0.2,NA,NA,NA,NA
199101,0.6,NA,NA,NA,NA
199102,0.3,NA,NA,NA,NA
199103,-0.7,NA,NA,NA,NA
199104,-0.6,NA,NA,NA,NA
199105,-1,NA,NA,NA,NA
199106,-0.1,NA,NA,NA,NA
199107,0,NA,NA,NA,NA
199108,-0.4,NA,NA,NA,NA
199109,-1.5,NA,NA,NA,NA
199110,-1,NA,NA,NA,NA
199111,-0.7,NA,NA,NA,NA
199112,-1.8,NA,NA,NA,NA
199201,-2.9,NA,NA,NA,NA
199202,-0.9,NA,NA,NA,NA
199203,-2,NA,NA,NA,NA
199204,-1,NA,NA,NA,NA
199205,0.3,NA,NA,NA,NA
199206,-0.6,NA,NA,NA,NA
199207,-0.6,NA,NA,NA,NA
199208,0.4,NA,NA,NA,NA
199209,0.1,NA,NA,NA,NA
199210,-1.4,NA,NA,NA,NA
199211,-0.7,NA,NA,NA,NA
199212,-0.6,NA,NA,NA,NA
199301,-0.9,NA,NA,NA,NA
199302,-0.7,NA,NA,NA,NA
199303,-0.5,NA,NA,NA,NA
199304,-1.2,NA,NA,NA,NA
199305,-0.3,NA,NA,NA,NA
199306,-0.8,NA,NA,NA,NA
199307,-0.8,NA,NA,NA,NA
199308,-0.9,NA,NA,NA,NA
199309,-0.7,NA,NA,NA,NA
199310,-1.1,NA,NA,NA,NA
199311,-0.1,NA,NA,NA,NA
199312,0.2,NA,NA,NA,NA
199401,-0.1,NA,NA,NA,NA
199402,0.3,NA,NA,NA,NA
199403,-0.7,NA,NA,NA,NA
199404,-1.3,NA,NA,NA,NA
199405,-0.7,NA,NA,NA,NA
199406,-0.4,NA,NA,NA,NA
199407,-1.3,NA,NA,NA,NA
199408,-1.2,NA,NA,NA,NA
199409,-1.6,NA,NA,NA,NA
199410,-1.1,NA,NA,NA,NA
199411,-0.6,NA,NA,NA,NA
199412,-1.2,NA,NA,NA,NA
199501,-0.4,NA,NA,NA,NA
199502,-0.1,NA,NA,NA,NA
199503,0.8,NA,NA,NA,NA
199504,-0.7,NA,NA,NA,NA
199505,-0.4,NA,NA,NA,NA
199506,0.1,NA,NA,NA,NA
199507,0.4,NA,NA,NA,NA
199508,0.3,NA,NA,NA,NA
199509,0.3,NA,NA,NA,NA
199510,0,NA,NA,NA,NA
199511,0,NA,NA,NA,NA
199512,-0.5,NA,NA,NA,NA
199601,1,NA,NA,NA,NA
199602,0.3,NA,NA,NA,NA
199603,1.1,NA,NA,NA,NA
199604,0.8,NA,NA,NA,NA
199605,0.3,NA,NA,NA,NA
199606,1.2,NA,NA,NA,NA
199607,0.7,NA,NA,NA,NA
199608,0.7,NA,NA,NA,NA
199609,0.6,NA,NA,NA,NA
199610,0.6,NA,NA,NA,NA
199611,-0.1,NA,NA,NA,NA
199612,0.9,NA,NA,NA,NA
199701,0.5,NA,NA,NA,NA
199702,1.7,NA,NA,NA,NA
199703,-0.4,NA,NA,NA,NA
199704,-0.6,NA,NA,NA,NA
199705,-1.3,NA,NA,NA,NA
199706,-1.4,NA,NA,NA,NA
199707,-0.8,NA,NA,NA,NA
199708,-1.4,NA,NA,NA,NA
199709,-1.4,NA,NA,NA,NA
199710,-1.5,NA,NA,NA,NA
199711,-1.2,NA,NA,NA,NA
199712,-1,NA,NA,NA,NA
199801,-2.7,NA,NA,NA,NA
199802,-2,NA,NA,NA,NA
199803,-2.4,NA,NA,NA,NA
199804,-1.4,NA,NA,NA,NA
199805,0.3,NA,NA,NA,NA
199806,1,NA,NA,NA,NA
199807,1.2,NA,NA,NA,NA
199808,1.2,NA,NA,NA,NA
199809,1,NA,NA,NA,NA
199810,1.1,NA,NA,NA,NA
199811,1,NA,NA,NA,NA
199812,1.4,NA,NA,NA,NA
199901,1.8,NA,NA,NA,NA
199902,1,NA,NA,NA,NA
199903,1.3,NA,NA,NA,NA
199904,1.4,NA,NA,NA,NA
199905,0.2,NA,NA,NA,NA
199906,0.3,NA,NA,NA,NA
199907,0.5,NA,NA,NA,NA
199908,0.4,NA,NA,NA,NA
199909,-0.1,NA,NA,NA,NA
199910,1,NA,NA,NA,NA
199911,1,NA,NA,NA,NA
199912,1.4,NA,NA,NA,NA
200001,0.7,NA,NA,NA,NA
200002,1.7,NA,NA,NA,NA
200003,1.3,NA,NA,NA,NA
200004,1.2,NA,NA,NA,NA
200005,0.4,NA,NA,NA,NA
200006,-0.2,NA,NA,NA,NA
200007,-0.2,NA,NA,NA,NA
200008,0.7,NA,NA,NA,NA
200009,0.9,NA,NA,NA,NA
200010,1.1,NA,NA,NA,NA
200011,1.8,NA,NA,NA,NA
200012,0.8,NA,NA,NA,NA
200101,1,NA,NA,NA,NA
200102,1.7,NA,NA,NA,NA
200103,0.9,NA,NA,NA,NA
200104,0.2,NA,NA,NA,NA
200105,-0.5,NA,NA,NA,NA
200106,0.3,NA,NA,NA,NA
200107,-0.2,NA,NA,NA,NA
200108,-0.4,NA,NA,NA,NA
200109,0.2,NA,NA,NA,NA
200110,0,NA,NA,NA,NA
200111,0.7,NA,NA,NA,NA
200112,-0.8,NA,NA,NA,NA
200201,0.4,NA,NA,NA,NA
200202,1.1,NA,NA,NA,NA
200203,-0.2,NA,NA,NA,NA
200204,-0.1,NA,NA,NA,NA
200205,-0.8,NA,NA,NA,NA
200206,-0.2,NA,NA,NA,NA
200207,-0.5,NA,NA,NA,NA
200208,-1,NA,NA,NA,NA
200209,-0.6,NA,NA,NA,NA
200210,-0.4,NA,NA,NA,NA
200211,-0.5,NA,NA,NA,NA
200212,-1.1,NA,NA,NA,NA
200301,-0.2,NA,NA,NA,NA
200302,-0.7,NA,NA,NA,NA
200303,-0.3,NA,NA,NA,NA
200304,-0.1,NA,NA,NA,NA
200305,-0.3,NA,NA,NA,NA
200306,-0.6,NA,NA,NA,NA
200307,0.3,NA,NA,NA,NA
200308,0.1,NA,NA,NA,NA
200309,-0.1,NA,NA,NA,NA
200310,0,NA,NA,NA,NA
200311,-0.3,NA,NA,NA,NA
200312,1.1,NA,NA,NA,NA
200401,-1.3,NA,NA,NA,NA
200402,1.2,NA,NA,NA,NA
200403,0.4,NA,NA,NA,NA
200404,-0.9,NA,NA,NA,NA
200405,1,NA,NA,NA,NA
200406,-0.8,NA,NA,NA,NA
200407,-0.5,NA,NA,NA,NA
200408,-0.3,NA,NA,NA,NA
200409,-0.3,NA,NA,NA,NA
200410,-0.1,NA,NA,NA,NA
200411,-0.7,NA,NA,NA,NA
200412,-0.8,NA,NA,NA,NA
200501,0.3,NA,NA,NA,NA
200502,-3.1,NA,NA,NA,NA
200503,0.3,NA,NA,NA,NA
200504,-0.6,NA,NA,NA,NA
200505,-0.8,NA,NA,NA,NA
200506,0.4,NA,NA,NA,NA
200507,0.2,NA,NA,NA,NA
200508,-0.3,NA,NA,NA,NA
200509,0.4,NA,NA,NA,NA
200510,1.2,NA,NA,NA,NA
200511,-0.2,NA,NA,NA,NA
200512,0,NA,NA,NA,NA
200601,1.7,NA,NA,NA,NA
200602,0.1,NA,NA,NA,NA
200603,1.8,NA,NA,NA,NA
200604,1.1,NA,NA,NA,NA
200605,-0.5,NA,NA,NA,NA
200606,-0.2,NA,NA,NA,NA
200607,-0.6,NA,NA,NA,NA
200608,-1,NA,NA,NA,NA
200609,-0.6,NA,NA,NA,NA
200610,-1.3,NA,NA,NA,NA
200611,0.1,NA,NA,NA,NA
200612,-0.3,NA,NA,NA,NA
200701,-0.8,NA,NA,NA,NA
200702,-0.1,NA,NA,NA,NA
200703,0.2,NA,NA,NA,NA
200704,-0.1,NA,NA,NA,NA
200705,-0.1,NA,NA,NA,NA
200706,0.5,NA,NA,NA,NA
200707,-0.3,NA,NA,NA,NA
200708,0.4,NA,NA,NA,NA
200709,0.2,NA,NA,NA,NA
200710,0.7,NA,NA,NA,NA
200711,0.9,NA,NA,NA,NA
200712,1.7,NA,NA,NA,NA
200801,1.8,NA,NA,NA,NA
200802,2.6,NA,NA,NA,NA
200803,1.4,NA,NA,NA,NA
200804,0.7,NA,NA,NA,NA
200805,-0.1,NA,NA,NA,NA
200806,0.6,NA,NA,NA,NA
200807,0.3,NA,NA,NA,NA
200808,1,NA,NA,NA,NA
200809,1.2,NA,NA,NA,NA
200810,1.3,NA,NA,NA,NA
200811,1.3,NA,NA,NA,NA
200812,1.4,NA,NA,NA,NA
200901,1.1,NA,NA,NA,NA
200902,1.9,NA,NA,NA,NA
200903,0.4,NA,NA,NA,NA
200904,0.8,NA,NA,NA,NA
200905,-0.1,NA,NA,NA,NA
200906,0.1,NA,NA,NA,NA
200907,0.2,NA,NA,NA,NA
200908,-0.2,NA,NA,NA,NA
200909,0.3,NA,NA,NA,NA
200910,-1.2,NA,NA,NA,NA
200911,-0.6,NA,NA,NA,NA
200912,-0.7,NA,NA,NA,NA
201001,-1.1,NA,NA,NA,NA
201002,-1.5,NA,NA,NA,NA
201003,-0.7,NA,NA,NA,NA
201004,1.2,NA,NA,NA,NA
201005,0.9,NA,NA,NA,NA
201006,0.4,NA,NA,NA,NA
201007,1.8,NA,NA,NA,NA
201008,1.8,NA,NA,NA,NA
201009,2.2,NA,NA,NA,NA
201010,1.7,NA,NA,NA,NA
201011,1.3,NA,NA,NA,NA
201012,2.9,NA,NA,NA,NA
201101,2.3,NA,NA,NA,NA
201102,2.7,NA,NA,NA,NA
201103,2.5,NA,NA,NA,NA
201104,1.9,NA,NA,NA,NA
